location,lat,lon,entry,ratingDate,rating,sentiment,reviewertitel
"Ramstein-Miesenbach, Germany",???,???,"
This is a great place to visit. We rode the cable car up and back down, which was quite expensive. For even more euros, you can ride the all terrain trucks up to the top. It was a great view just from the halfway point and we could find all the souvenirs we wanted. It is very windy and cold, so don't forget to put on a jacket! Also, make a stop at one of the curves going up to the volcano where you can see the house that was almost covered in the last eruption.
","Reviewed April 22, 2011
",4.0,0.164444444444,Top Contributor
"Bangkok, Thailand",???,???,"
If Sicily is your trip,don't forget to make Mt.Etna one of your highlight stops,its an experience you shall remember. We drove from Taomina, one of the best touristy ancient town by the sea at the foot of Mt.Etna.The town is nice perched on top of a steep hill with history dated back over 2,000 years old!<br /> The trip up Mt. Etna is not that easy,if you have a car,its about one hour's drive,if by tour,two hours.Once up 1,600 meters to the cable car station,so many souvenier and food shops,you pay 51 euro each for a cable car ride(30 minutes),then 30 minutes by jeep van seating 20 persons up pass snowy ground to 2,600 meter hight ,the guide then lead you as a group around the second tier creater roughly 200 -300 meters in diameter with sulken center and seeing steam coming out from it. The guide explained the last eruption was 2010 with some lava flowing down the slope,but was not dangerous because of slowness of the flow. Mt. Etna is the largest live volcano in Europe.We walked around the crater and could feel the heat emitted from the ground we walked around the rim. Good for picture taking.
","Reviewed April 14, 2011
",5.0,0.20236985237,Top Contributor
Florida,27.6648274,-81.5157535,"
We visited Mt. Etna in April 2011 and the weather was warm enough to only need a light jacket. You can drive about 2/3 of the way up the mountain, which gets you above the tree line. The weather was clear all week we were there, and on the day we drove up, we had a great view.<br /><br />Where the road stops, you can continue up the mountain on a cable car which we did not do. There are a number of craters and short hikes around the parking lot, and there were plenty of photo opportunities. <br /><br />We opted to hire a car and driver through Sicily Life, which is a tour company with a lot of positive reviews on tripadivsor. Our driver, Antonio, was fantastic and we had a great day. Picked us up at our hotel, got some coffee in Catania, drove up Etna, visited a honey factory, got lunch, visited a winery, and back at the hotel by 4pm. Highly recommend!
","Reviewed April 10, 2011
",5.0,0.302272727273,Contributor
saarbruecken,49.2401572,6.9969327,"
we visited mount Etna in August 2010 and had a lovely experience. we visited the north site. The landscape is like nothing you have ever seen before, just breathtakingly deserted and lunar-like se of volcanic rock.<br />It can be quite tricky to get there via public transport but if you are travelling with a tour operator, it is more than likely that a trip to Etna will be organised. We decided to rent a car and had a lovely journey from Taormina, through lovely sicilian villages.<br />It is very important to remember that Etna is a volcano (therefore altitude which means drop of temperature, erratic weather patterns, etc...), so prepare your clothing adequately with jumper, waterproof clothing, trainers or hiking shoes. we saw a woman at 2700m in short, skimpy vest and flip-flop, obviously totally unprepared for the bitter cold near the summit.<br />If you have the opprtunity anf the money to have a guide to take you to the summit do it as it seems to be a great experince. You get on board these strange jeep buses to go to the summit. We decided to walk to roughly 2900m as we could not access the crater on that day because of safety measure, but where still able to see the plummet of smoke coming from it, then we got too cold ( despite sock, trousers, jumpers and jacket) <br />if you do not want to go in the cable car, you can go around some secondary craters which will give you a great experience as well: they were still active in 2001!<br />Going to the Etna is one of those once in a lifetime opportunity and will stay as one of my best memories ever. If you can, do it you will not regret paying the somewhat hefty price to get into the cable car to go higher on the mountain. There are a few restaurants to eat from at &quot; basecamp&quot;. they are not too overpriced and the food is of reasonable quality, also check the impressive picture of volcanic eruptions on these secondary craters. On the other hand don't buy any volcanic rock: you just need to pick it at your feet! <br />..
","Reviewed December 6, 2010
",4.0,0.186216666667,Senior Contributor
"New York City, New York",40.7143528,-74.0059731,"
Me and my husband with a few more friends just return from our cruise trip in the Mediterranean. On the 20th of October we stopped in Messina, Sicily and hired Sebastiano who own SicilyLife to spend a day, visiting the volcano and Taormina. He sent us Domenico Who was not better than He was. Domenico took us to walk on some craters and gave us a lots of information about. We stopped a few times on the way. We visit this little fascinating village above Taormina, I guess Castlemola before having our free time in the fantastic Taormino. Domeico was really an excellent guide and very knowledgeable of the area. We were back in the ship on time without problem. We really have to thanks SicilyLife for our wonderful day and we promise to be back very soon. Ciao Lisa
","Reviewed November 21, 2010
",5.0,0.255625,no status
maçao,22.198745,113.543873,"
We did our excursion starting on a cable car, which dropped us on the top. After that on 4x4 minibus with some other people, we climbed all the way up to the main crater. Umbelievable scenery, looking like a lunar landscape! Then we walked almost to the crater while was erupting lava and the smell of melted shoes was very strong! I don't have any other words to describe the absolutely gorgeus tour we did!
","Reviewed November 16, 2010
",5.0,0.246527777778,no status
"Orlando, Florida",28.5383355,-81.3792365,"
My husband and I arrived in Catania, Sicily by cruise ship and contacted Sebastiano at Sicily Life. We had been to this area before and had seen Taormina and Catania, but never Siracusa and Ortigia. Marcelo, our driver, was waiting for us at the port. He was fluent in English and very informative. We explored the archeological ruins, the museum, and strolled along the charming streets of Ortigia (Siracusa's old town). It was a lovely day and we can thank Sebastiano and his staff at Sicily Life for these lasting memories.
","Reviewed November 10, 2010
",5.0,0.25,no status
"Wash, DC",???,???,"
Can't say enough about visiting Mt. Etna. The views were breathtaking and seeing all the lava that flowed that many years ago was a sight to see!
","Reviewed November 6, 2010
",5.0,0.38125,Senior Contributor
Sydney,???,???,"
We did an organised tour in a 4x4 up Mount Etna...but also noticed people were simply hiking up either as part of a tour or on their own. The 4x4 tour took three hours and has a very adventurous feel to it as it is a very bumpy ride that it twists and turns up the steep inclines and rocky lava flows.<br /><br />There are several stops along the way to sites of previous eruptions and high up for a great view of the main volcanic cone and clouds below (note, you don't actually reach the top of the main cone).<br /><br />I recommend sun screen and a light jumper as the temperature drops as you climb; it will be slightly cold (I went up in August) when you reach the highest point of the tour.<br />If you are not comfortable with heights then some of the stops might make you nervous as you literally walk around the lip of previous eruptions, so just enjoy the amzing view from where the vehicle parks.<br /><br />We hired a car and drove to Etna Nord via Randazzo and then followed the signs. We ended up at a car park where the tour operators were located. I must admit, finding information on the web for the 4x4 tour operators is challenging.
","Reviewed October 28, 2010
",5.0,0.250625,Senior Contributor
Springfield,???,???,"
We recently returned from a cruise which stopped in Messina. We hired Sicily Limousine Services and was fortunate to have Claudio as our guide. Unfortunately, our stop was not near long enough to enjoy everything the wonderful island has to offer. Claudio was able to work with us to design a wonderful afternoon. To replace the wine tasting we had hoped for but couldn't do because of time restraints we settled for a glass of wine on the beach at a five star hotel with a magnificent view. From there on to Castelmola and Taormina. Claudio was a jewel. Fantastic personality and completely knowledgable and enthusiastic about his country. I would highly suggest this tour company.
","Reviewed October 26, 2010
",5.0,0.486363636364,Senior Reviewer
Pittsburgh,40.4406248,-79.9958864,"
We had an excellent guide by the name of Francesco. It was booked by Tradizione Turismo for Italy Vacations. It was called the HD Collective tour of Mt. Etna. It was excellent! I would highly recommend it. 4 of us were in an SUV with the guide-great tour.
","Reviewed September 28, 2010
",5.0,1.0,Senior Reviewer
Willemstad NB / Netherlands,51.6919469,4.4379073,"
I can surely recommend Tour of Sicily for the organisation of an Excursion Etna + Wine Taste + Alcantara in one day. It was a great day, not to heavy, just perfect! After pick up at our great hotel Donna Carmella in the morning, we visited the Etna and Alfi,a specialised and very qualified guide made it a visit to remember. After the visit we went for a Wine Taste / lunch at Winery Gambino, one word.. delicious! In the afternoon Alfi guided us to Alcantara, refreshing ending of the day. This was a perfect day!
","Reviewed September 14, 2010
",5.0,0.703125,no status
"Taormina, Italy",37.8516366,15.2853127,"
Skiing and swimming seem to be contradiction---------but not if your in Sicily! In the months of April thru to mid June you can go skiing (n.b. it is not the Alps) and within 45 minutes you can be swimming in the Bay of Taormina!<br />The view of this majestics mountain with a snow cap on its crescent and smoke puffing from its craters is a unique sight!
","Reviewed August 21, 2010
",5.0,0.234375,Contributor
Sydney,???,???,"
Well worth a visit - and for those who don't fancy the idea of a very long hike up a mountain, the alternative methods of getting close to the top are definitely attractive. I opted to take the cable car (approx.Euros.8), then the 4 wheel drive option to near the rim. The driver of the 4 W.D. was also supposedly the guide, but in my case he just walked us to the first &quot;puff&quot;, rabbited on in Italian and returned to his vehicle. That was pretty disappointing as we had paid generously for the ride and guide (unfortunatlely can't remember exactly how much). Walking around the rim was amazing - Lady Etna was smoking beautifully the day I was there. The wind was howling and the temperature extremely chilly (even though it was mid June 2010). Be sure and go well rugged up and don't forget the camera for the most sensational pics.
","Reviewed July 7, 2010
",5.0,0.200098039216,no status
"Lighthouse Point, Florida",26.275636,-80.0872654,"
We used Sicily Limousine Service for our independent tour of Messina/Taormina on June 26, 2010 and have nothing but compliments for their service. Our guide Claudio was waiting for us as we disembarked from Equinox and took us to our pre-determined sites (Mt. Edna, Taormina and lunch at a seaside restaurant) as planned. The van was new and very clean. Claudio is very knowledgeable of the region, friendly and easy going.<br />We will use them again and recommend them to our friends.
","Reviewed July 6, 2010
",5.0,0.270227272727,Reviewer
"Toronto, Canada",43.653226,-79.3831843,"
Went on 3 different tours with Sicily Life. As well they provide transportation on two other occasions. Drivers were excellent and at no time did they make you feel rushed. When they drove or they walked with you they would explain the country side and its history. They would answer you questions, help you when dealing with the local people, were always very friendly, very helpful and on time to pick you up. Offered great advice on where to eat and what to do. Always went above and beyond and made you like family.<br />Their english was excellent. A special thanks to Young Antonio for everything you did to make our stay memorable.
","Reviewed July 6, 2010
",5.0,0.322831632653,Reviewer
Dublin,???,???,"
We used Sicily Limousine Service for our airport transfers in Sicily last month for our 2nd year. (Catania to Toarmina; Toarmina to Catania.) I work for a tour operator and deal with transport companies on a regular basis so I expect a good service when travelling on my personal holidays also. To repeat the last review left here, Tiffany, the office manager, is very efficient and responds quickly to any inquiries. Claudio was our driver last year and this year was John. John met us with a sign with our name on it at the airport which I find great not to have the hassle of finding taxis and worried about being overcharged! John spoke fluent English &amp; Italian....we would have been lost without him as our apartment was hidden in a back street. He could have just left us at the address but instead waited with us (in the midday sun) until the property owner arrived having spoken to her in Italian as she had no english. We really appreciated that. I highly recommend this company and plan on using their services again. Top marks every time!
","Reviewed July 6, 2010
",5.0,0.158796296296,no status
arizona,34.0489281,-111.0937311,"
After arriving in Messina on a cruise ship, we were met at our ship by a guide from Sicilylife for transport to Mt. Etna. It is rare to find someone like this young man (Corrado) who is as excited about sharing the beauty of his country as we were about seeing it. Our first stop was at the spectacular Alcantara Gorge, where Corrado explained the importance of the gorge as an ancient travel route. Then we passed through several lovely villages, making a brief unscheduled stop at a monastery to see the beautiful view of the surrounding country with Mt. Etna in the backgound. On Mt. Etna, we were able to hike up through a portion of the 2002 lava flow, bordered by forests of pine, birch and broom. We were able to look into an old lava vent, linger over spectular views and, on the way down, hike through a lava cave, the Grotta del Ladroni..fun!. Because we were on a tight schedule, we had an abbreviated version of their Mt. Etna Adventure Tour. We came away feeling that we would like very much to return to Sicily with time on our hands to have a chance to experience more of this beautiful country and its people. Our guide was extremely knowledgeable about the history, agriculture, marine life, and the impact of the volcano on the island, now and throughout history. He apparently hiked the area frequently and mentioned that it was a new experience for him every time he went. We loved this trip and highly recommend it!
","Reviewed June 22, 2010
",5.0,0.334871933622,Contributor
"Catania, Italy",37.5080386,15.0828512,"
I have been to Etna several times while living here - the mountain is more volcanic remains than a mountainous area. There are wooded areas with places to hike or just get some shade, but it's primarily volcanish rock and ash. In the winter months, it is difficult to reach a certain altitude of the mountain without an all-wheel drive car but only on really snowy days.<br />I have taken several great pictures from the mountain overlooking other towns and cities as well as views to the ocean on clear days. It's awesome!
","Reviewed June 9, 2010
",4.0,0.180275974026,Contributor
"Gainesville, Florida",29.6516344,-82.3248262,"
Trekking up Mt. Etna is an absolute must! Its stark beauty, against the burgeoning vegetation on its flanks, is a sight like no other. Indeed, the incongruity between the destruction wreaked by the volcano and the vegetation is striking. A full day trip (at least) is advisable. We booked a full day excursion through Volcano Trek. Roberto Caudullo, a vulcanologist, was our guide. He provided us with a wealth of information, which greatly enhanced our experience, about the volcano and its environs. He also took us to hard to reach areas, which we never would have been able to access without him. He was very nice and very receptive to questions. I highly recommend booking an excursion up Etna with Volcano Trek and Roberto in particular! <br /><br />If you go, bring your camera. Again, it's absolutely beautiful up there. Also wear good shoes. You'll probably be doing a lot of walking on uneven terrain. Also make sure that you have warm clothes. It's quite cold and windy towards the summit.
","Reviewed June 2, 2010
",5.0,0.237037037037,no status
"Dover, Delaware",39.158168,-75.5243682,"
We rented a car at the airport in Catania and drove to Taoramina, which is where we stayed for a few days and it was wonderful there and highly recommended as a destination in itself. We then drove to the highest point on Etna. The trip up was also wonderful as the view got better and better the higher up you went, traveling through many little towns along the way. We started out earing summer wear but soon found that there was now on the ground at the observation level of the mountain, so pack at least a heavy sweater. At this level we walked through the gift shop and the little tourist stands before taking the cable car up toward the top of the mountain. Unfortunately we didn't get up to the level to see lava as the height made for shortness of breath, but we did get to play in the heavy snow as high up as we could go. The cable car down could be a little scary if you are squeamish since it tends to rock back and forth at the descent is steep. But overall it was fun and easily just a few hours from Taoramina.
","Reviewed May 24, 2010
",5.0,0.113902116402,Top Contributor
Dillsburg,40.1109255,-77.034978,"
We arrived in Taormina on May 11,2010 and from the airport to Taormina, Sicily Life Tours was our transportation. Excellent guided tours of Mt. Etna, Castelmola, and surrounding villages, including wine tastings,and scenic drives. We visited Catania and they also took care of all our transfers. Exceptional staff, Thanks to Sabastiano, Carmello, Antonio and Claudio for an amazing adventure we will always remember. We are planning another visit in 2 years and hope to use Sicily Life again. They structure tours at your pace so we were able to relax every morning and enjoy breakfast at our Hotel we never felt rushed at any time. They promptly arrived at 9:30 each morning and we were finished by 4:00. Thanks again!! Frank &amp; Judie Derr from PA.
","Reviewed May 24, 2010
",5.0,0.597916666667,no status
"Aiea, Hawaii",21.3858998,-157.9309268,"
My brother and I booked a Mt Etna tour with SAT on 10 Apr. The price was 32 euro for the bus from Taormina. If you want to add the cable car and jeep to the higher level it's 75 euro. Booking at Etna would cost you the 32 plus 51 for the cable car and jeep. So booking the cable car and jeep with SAT saves you 8 euro. The bus ride takes a little over an hour. The bus stopped at a restaraunt at Silvestri Craters for a bathroom break and then proceeded to the cable car area. The cable car takes about 15 min. At the top is a restaraunt and toilet. You then proceed on jeep driving between mounds of snow and rock. The jeep ride is about 20 min. Unfortunately, the visibility wasn't great but still interesting to walk around the craters and see the steam and feel the warm ground even while it was snowing. The guide takes you on a short trek. Overall, a great experience but I wish they had sunrise tours since the visibility seems to deteriorate during the day.
","Reviewed April 26, 2010
",4.0,0.3625,Top Contributor
"Cornwall, Canada",45.0212762,-74.730345,"
Paolo Piana was our tour guide to Mount Etna. He picked 6 of us up at the hotel in Catania. My grandson, who is 8 years old, said that he loved going to Mount Etna and he will never forget the experience. Paolo is very personable, friendly, funny, knowledgeable, spoke English well and great with people. We were so glad that we had a guide like Paolo, we really didn't know what to expect and it was GREAT. We learned a lot about Mount Etna and saw so much. When we go back to Sicily, we will definitely call Paolo for another excursion in Sicily.<br /><br />Thank you Paolo.
","Reviewed March 25, 2010
",5.0,0.294230769231,no status
Carlton,???,???,"
We went to Mt Etna on Saturday 24th October with a company called etnaexperience.com.<br />We booked it through our accomodation: Catania City Centre B&amp;B, our guide was Mario, and he was great. We left Catania at 9am and returned approx 3pm. The weather on Etna wasn't good, cloudy and raining, Mario made the trip really worthwhile with his extensive knowledge of the volcano, the vegetation, and the surrounding area.it cost approx 43 euros each and was well worth the money.
","Reviewed November 4, 2009
",5.0,0.458333333333,Top Contributor
Houston,29.7601927,-95.3693896,"
I hired Sicily limousine Service to transport us from Palermo to Taormina and then to take us on a private tour of Mount Etna. The driver that we had was Claudio and he was extremely nice and courteous. He was aldso very punctual. He did not disappoint us. His driving skills were great and I did not worry if we would be in an accident. He did not drive like the regualr taxi drivers do. Next time I go back to Sicily, I would definitely hire the company and request Claudio. And for those of you traveling with female teenagers, my 16 year old daughter thought he was very cute.
","Reviewed October 29, 2009
",5.0,0.268181818182,no status
Kuala Lumpur,???,???,"
My friend living in Italy recommended that I must visit Sicily, especially Castelmola in my next trip to Italy. Sicily? The lawless island where rules play second fiddle to unwritten codes and respect is won through cunning and strong arm? Never mind the Mafia and their hair-raising stories. It’s the ubiquitous overloaded Vespas hurtling through the skinny cobbled alleyways, picking your pockets, snatching your bags and stabbing you accidentally that intimidates me. But I am not one that easily gives in to fear. Travelling alone as a lady and often love to venture off the beaten track, I decided to book a customized tour on my first trip to Sicily. <br />After much research, I picked Sicily Life.com mainly because it was the least expensive among other customized tour agencies in Sicily, the most responsive and flexible. I also read glowing reviews about it in several independent travel websites. (Note:- Of course the price of a customized tour will look exorbitant when compared with a DIY-own driving/ public transport tour but they are not comparable. In buying a customized tour, you are also buying a peace of mind, flexibility and the luxury of just sit back and relax. Having said that, based on my experience, I must say that the average price of a customized tour in Sicily is still a lot higher compared to those around other Mediterranean countries like Greece, Spain, Turkey and even Amalfi Coast!) <br />I did the Etna, Godfather and around Palermo tours with Sebastiano and Antonio of Sicily Life. Both of them spoke good English and were very knowledgeable and entertaining. I also found both of them very accommodating. Where possible, they will go all the way out to meet your needs, like finding a place for lunch that satisfied my craving for wild-mushroom. <br />I was also very impressed with their driving. Sebastiano was a very skilled and cautious driver, confidently and calmly negotiated the sharp, tight and steep bends around Castlemola (even in a foggy, almost-zero visibility night!), Savoca and Forza D’Agro. Antonio, on the other hand, was very skilled in traversing the insane traffic of Palermo where a red light at a junction often means driving on if you do not see an oncoming car! <br />Unlike some tour agents who are very calculative with the extra things they do for you vis-à-vis the tips they expect from you, what I love most about Sicily Life is that Sebastiano is a very warm, easy-going and generous person, someone who can be your friend. He is also very thoughtful, trying to anticipate your needs and interest. Throughout the trips he never mentioned about payment. (You can pay him at the end of your trip). The only thing he asked was to pay him in cash…. but that was only for tax reasons, which I fully understood :-)
","Reviewed September 25, 2009
",5.0,0.1360254329,no status
"Lancaster, PA",???,???,"
We spent 4 days in Sicily and booked a tour through Sicily Life for each day, including the Godfather tour, Siracusa tour, Mount Etna tour with a cooking class and Messina Coastline tour. We also used Sicily Life for our transfer from the train to the hotel and from the hotel to the Catania airport. Our drivers/tour guides were the two different Antonios, Sebastiano and Domenico. All of these men were prompt, well informed and patient as we traveled with four of our children. At no time did we feel rushed. They were very accommodating, allowing us to see whatever we were interested in. They even helped us find a shipping store to send gifts back to the States when we were having a problem doing so on our own. These men are passionate about their region and showed great pride in sharing it with us. We enjoyed a cooking class with Angela in her home. We learned to make some Sicilian specialties and then enjoyed them for a wonderful lunch. In addition, Sebastiano recommended we stay at Hotel Villa Shuler in Taormina for our 5 nights. That was an excellent recommendation. Every moment of our enjoyable stay we owe thanks to Sebastiano and his company. We are hoping to return to Sicily soon and enjoy some of the other tours that Sicily Life offers. I'm sure my children will have fond memories of this trip.
","Reviewed August 27, 2009
",5.0,0.375,Contributor
London,???,???,"
There are at least 4 different tour companies taking people to Etna from Taormina alone, in the end we plumped for the cheapest (€27), mainly as we had no interest in the wine stops other tours offered &amp; a visit to the Alacantra gorge was included (see seperate review).<br /><br />Spliting it into parts<br /><br />The tour company / guide - A big coach style bus, not quite full, but modern and comfortable took us up to the south refuge. On all legs of the journey the guide talked us through histories of the area's, volcano etc. He covered this in English, German and Italian (and I suspect French as there were a number of them aboard). The talks were for the most part interesting and informative and really helped the long journey up the volcano flow that little faster. If I was to criticise this aspect, there was a slight element of 'upselling' going on, but I think this is endemic to this outing (there were 3 different vans giving out free honey trying to get you to buy it). The coach dropped us at the south refuge for over 3 hours.<br /><br />From the south refuge you can catch a cable car taking you another 500m up the mountain and from there take a &quot;jeep&quot; (a small 4WD coach) up to one of the main craters. All of this would set you back another €51 and it takes about 2.5 hours for the return trip.<br /><br />On the other hand you can stay at the south refuge and explore the now dormant Silvestri craters. We thought long and hard about which option as we were on a limited budget, but thought the Silvestri craters would only take about half an hour to wander round, leaving us bored for the remaining time.<br /><br />Our wallets eventually won out, and I in no way regret it. Once we started exploring the 2 easily accessible craters, the options opened out. There are a number of trails to further craters both up and down the volcano, so you really can spend a good amount of time in this area. In the end, a stop for lunch took up all the rest of the time and we had to rush back to meet the coach on time.<br /><br />Views from this level of the volcano are superb and we really felt as though we'd got our moneys worth from the trip. I've not been up to the next level, but do wonder if it would be worth tripling the overal cost of the excursion?<br /><br />As mentioned this trip returns to Taormina via the alacantra gorge, please see my review there for further details.
","Reviewed August 12, 2009
",5.0,0.0595757747543,Top Contributor
"Maidstone, United Kingdom",51.270363,0.522699,"
We have recently returned from a cruise around Italy and one of our ports of call was Naxos in Sicily. We booked a tour with Sicily Life and our driver, Antonio, was waiting for us at the dock when we arrived. We spent a wonderful day with him, first driving up Mt Etna, enjoying the lovely scenery and views along the way and arriving at the crater before the coaches arrived. He then took us to a village where we sampled local honey, olive oil and wine and were able to buy a few products to take home. After that we went to visit a winery where the views were stunning and we tasted more local wine. We ended our visit at Taormina which is a charming town, where we had lunch and visited the Amphitheatre. Again, there were spectacular views from here and we were able to see our cruise ship against a distant threatening sky - luckily that was as near to rain as we came during our holiday. Antonio of Sicily Life was an excellent driver and guide who helped us make the most of our short visit to Sicily and gave us the opportunity to sample the highlights of this beautiful island in a very memorable and enjoyable tour.
","Reviewed July 25, 2009
",5.0,0.421428571429,Contributor
,???,???,"
We loved Taormina. Christian of Sicily Limousines met us promptly in Messina. His English was easy for us to understand (much better than our Italian). He explained a lot about the area. We stopped at the village below Taormina to take some pics and then drove up to Castelmora 500m above the sea. The view was outstanding. Christian dropped us for a while so we could explore Taormina on our own. We went to the Greek Theater, walked along the pedestrian only street, had pizza and then walked to the National Garden. I'm so glad we booked this private excursion. What a beautiful place!
","Reviewed July 11, 2009
",5.0,0.290555555556,Senior Reviewer
"New York, NY",???,???,"
We used Sicily Limousine Service for all of our transfers in Sicily recently. (Catania to Toarmina; Toarmina to Milazzo; Messina to Catania.) Tiffany, the office manager, responded promptly to all inquiries and her quotes were reasonable - there were no surprises. Claudio was our driver on two occaisions; he met us with a sign with our name on it at the airport as was promised by the company. Claudio spoke fluent English and was very helpful by answering all of our questions during the transfers. It was wonderful not have to worry about how to get from place to place! On our trip from Messina to Catania another driver (equally as professional and knowledgeable - I forget his name!) met us at the ferry with a sign and took us promptly to our hotel in Catania (about an hour and 45 minutes away). We highly recommend this company and plan on using their services again; the cars were impeccable, the employees professional and courteous (they even seemed surprised when we offered a tip at the end of our transfers). Highly recommended for a no worries transfer.
","Reviewed July 5, 2009
",5.0,0.354166666667,Senior Reviewer
luvtaormina,???,???,"
We could not imagine celebrating our 25th Wedding Anniversary anywhere else in the world but Taormina, Sicily. And who would help us arrange the renewal of our vows in a 1500 year old church... (with a priest who had the vows ready in English)... non other than Sebastiano from Sicily Life! Afterward, Sebastiano took us for a drive on the coastline, to be followed by a walk through the town of Taormina. The day ended with a wonderful lunch up in Castelmola with a special anniversary cake baked by this Father! We have known Sebastiano since our first trip (four trips ago) to Sicily in 2001, and he has been arranging our ground, hotel, excursions and restaurant reservations each time. Whether you are flying directly into Sicily, or stopping in Taormina for the day by ship, contact Sicily Life. They bring excellent value and provide customized and specialized tours that will meet your specific needs and desires. Sebasiano, Allessandro and staff are reliable, well organized and trustworthy. They are not only our ground/excursion company of choice, they are our true lifetime friends!
","Reviewed June 25, 2009
",5.0,0.298965097403,no status
Sydney,???,???,"
We took the Mt Etna tour with Sicily Life in June.<br />The guide was great, spoke fluent English and told us a lot of information about the mountain and the surroundings, took us to the honey and wine tasting as everyone has mentioned here.<br />I don't know if I expected too much from reading other great reviews--- but I felt it's a bit over priced.<br />This trip takes you half way to the top of the mountain.<br />If you want to go higer you need to catch the cable car which is 27 Euros per person then you need to hire another guide to go to the top which is 50 something Euros.
","Reviewed June 24, 2009
",3.0,0.256481481481,Senior Reviewer
phoenix,???,???,"
Antonio was our driver and took us to see Naxos, Taormina and Mt Etna. I highly recommend this tour group. Could not have asked for a more relaxed but efficient experience. BRAVO Antonio!
","Reviewed May 5, 2009
",5.0,0.625,Senior Contributor
rockville centre ny,40.6587138,-73.6412406,"
Our first tour with Sicily Life of Mount Etna was a breathtaking adventure. <br />Sebastiano, our guide was the most patient man. My friend, who was very afraid <br />of heights, was actually able to enjoy this tour because of him. He helped her <br />see the sights and overcome her fear during this tour. It was an amazing <br />experience! Etna was facinating and thanks to Sebastiano, we were able to see <br />the most magnificent views and even saw a fox posing for a picture!
","Reviewed January 7, 2009
",5.0,0.481363636364,Reviewer
Horley,51.173516,-0.172109,"
My wife and I used Etnaexperience.com for our day trip to Mt Etna.<br />Olga Paolo were all professional enthusiastic and most helpful<br />If you are taking a trip talk to them first they were great anso the picnic supplied was excellent and more than plentiful
","Reviewed November 24, 2008
",5.0,0.535714285714,no status
San Diego,???,???,"
It seems some tourists are not aware they are 9000 ft up a volcano. This is not the place for shorts and sandals; wear long pants, jackets, scarfs, earmuffs....anything to keep warm! <br /><br />The funicular and the jeep ride are not the most scenic but the experience at the top is unforgettable. Ridiculously cold and windy with the clouds reducing visibility to a few dozen feet, the guide warned us not to stray from the group. Between the cold, the wind, the altitude, and the short walk on unstable ground, it can be hard to catch your breath. I hear the view from the top is great when you can actually see it.<br /><br />The mandatory guided walk at the top includes the history of the volcano and information about vocanoes in general. Despite the fact that no one at the refuge (at the restaurants, shops, or the ticket point), at the top of the funicular, or on the jeep spoke English, it seems all tours are conducted in English. The guide did summaries in Italian for those who did not speak English.
","Reviewed November 23, 2008
",5.0,0.172916666667,Top Contributor
southampton,???,???,"
having read reviews from trip advisor 3 friends and myself booked with Sicily life for the etna experience trip. We had a fab day with Antonio as our guide. He spoke good English and was really well informed. He picked us up from the hotel at 9am and off we set for Mt Etna. We stopped for wine tasting on the way up at the Murco Vineyards, it worth getting some bottles there! we then headed for the Silvestri craters. on the way we got some good shots of mt etna as it was smoking! it got quite cloudy so view was poor the higher we went but it was still really good. we stopped at a honey making place on the way back selling some great 'foodie' stuff. Antonio kindly made an extra stop off at castlemola as we had wanted to visit it so we ran over time but it was no problem to him. <br />I really recomend this company. Very professional, you get treated really well and they know their stuff!! enjoy!
","Reviewed November 2, 2008
",5.0,0.289010416667,no status
"Freehold, NJ",40.232632,-74.286293,"
We were on a Globus tour and had a free day in Taormina. We wanted to visit the hometown of 3 of my husband’s 4 grandparents with a stop at Mt. Etna on the return to our hotel. After a lot of research and posting a request for suggestions for private tour companies on tripadvisor’s Sicily forum, we received 3 recommendations. Sicily Life ([-]) was the least expensive. Our English speaking driver, Domenico, was both delightful and informative. His driving skills on the steep, local lava-stone roads were amazing. Not sure exactly what we wanted to do when we got to the town, he offered several suggestions. It turned out to be a truly memorable event, particularly for my husband. Afterward we headed for Etna and Domenico guided us on a leisurely stroll along the ridge (pictured) and to an awesome crater. We stopped for lunch and were happy to call it a day. However, determined to give us a full 8 hours, he brought us to local vineyard. Domenico then drove us along the shore of Giardini Naxos before returning us to our hotel. Be assured that the company does have the NCC license and your trip will be worth every penny!!
","Reviewed October 18, 2008
",5.0,0.3134765625,Top Contributor
,???,???,"
Sicily (Messina) was another port of call on our Carnival Cruise. To be honest we weren't really looking forward to this stop. Mt Etna really didn't appeal to me, but I had to do something with the family. <br /><br />Booking with Sicily Life ended up being the smartest thing we did. Our after cruise assesment is that the Mt Etna/Taormina trip with Sicily Life was one of our top 3 activities. <br /><br />The trip to Mt Etna is long, but once you are there it really is amazing. Along the way you get to see the remnants of past lava flows and how nature is reclaiming them. The craters at the top are surreal. We had the craters to ourselves for almost an hour before the cruise sponsored tours showed up. On the way down we stopped at a winery and a honey factory for samples. I have never tasted honey in so many variations. We had a couple of hours in Taormina to eat, shop and sight see before heading back to the ship.
","Reviewed September 25, 2008
",5.0,0.19188034188,no status
